Wahlart,Wahltag,Gebietsart,Gebietsnummer,Gebietsname,UegGebietsart,UegGebietsnummer,Gruppenart,Gruppenname,Gruppenreihenfolge,Stimme,Anzahl,Prozent,VorpAnzahl,VorpProzent,DiffProzent,DiffProzentPkt,Bemerkung,,,,
BT,26.09.2021,Land,1,Schleswig-Holstein,BUND,99,Partei,Volt,20,2,4157,0,235824,,,,,,,,
BT,26.09.2021,Land,1,Schleswig-Holstein,BUND,99,Partei,V-Partei³,21,1,581,0,33011,,,,,,,,
BT,26.09.2021,Land,1,Schleswig-Holstein,BUND,99,Partei,V-Partei³,21,2,1763,0,100014,,,,,,,,
BT,26.09.2021,Land,1,Schleswig-Holstein,BUND,99,Einzelbewerber/Wählergruppe,Einzelbewerber/Wählergruppe,22,1,609,0,34602,,,,,,,,
BT,26.09.2021,Land,1,Schleswig-Holstein,BUND,99,Partei,FAMILIE,23,1,,,506,0,29538,,0,29538,,,
BT,26.09.2021,Land,1,Schleswig-Holstein,BUND,99,Partei,FAMILIE,23,2,,,,,,,,,,,
BT,26.09.2021,Land,1,Schleswig-Holstein,BUND,99,System-Gruppe,Übrige,1000,1,,,1097,0,64039,,0,64039,,,
BT,26.09.2021,Land,1,Schleswig-Holstein,BUND,99,System-Gruppe,Übrige,1000,2,,,5670,0,330489,,0,330489,,,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,System-Gruppe,Wahlberechtigte,-4,,1314435,,1324614,,0,76845,,,,,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,System-Gruppe,Wählende,-3,,935040,71,136268,938587,70,857397,0,377908,0,278871,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,System-Gruppe,Ungültige,-2,1,16954,1,813184,11742,1,251029,44,387668,0,562155,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,System-Gruppe,Ungültige,-2,2,16181,1,730514,11077,1,180178,46,77458,0,550336,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,System-Gruppe,Gültige,-1,1,918086,98,186816,926845,98,748971,0,945034,0,562155,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,System-Gruppe,Gültige,-1,2,918859,98,269486,927510,98,819822,0,932712,0,550336,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,CDU,1,1,180669,19,678875,316662,34,165583,-42,945791,-14,486708,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,CDU,1,2,160103,17,42411,307263,33,127729,-47,893824,-15,703619,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,AfD,2,1,169977,18,514279,168456,18,175207,0,902906,0,339071,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,AfD,2,2,165342,17,994273,172409,18,588371,-4,98974,0,594098,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,DIE LINKE,3,1,116033,12,638576,171130,18,463713,-32,195991,-5,825137,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,DIE LINKE,3,2,101735,11,71884,165368,17,829242,-38,479633,-6,757358,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,SPD,4,1,261408,28,47315,161437,17,417907,61,925705,11,55243,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,SPD,4,2,267368,29,97827,139689,15,60646,91,402329,14,37181,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,FDP,5,1,66328,7,224596,43899,4,736391,51,9228,2,488205,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,FDP,5,2,75555,8,222698,57895,6,241981,30,503498,1,980717,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,GRÜNE,6,1,62664,6,825504,33746,3,640954,85,693119,3,18455,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,GRÜNE,6,2,71956,7,831017,39514,4,260224,82,102546,3,570793,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,Tierschutzpartei,7,1,14324,1,560202,2161,0,233157,562,841277,1,327046,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,Tierschutzpartei,7,2,20582,2,239952,12507,1,348449,64,563844,0,891503,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,HEIMAT (2021: NPD),8,1,,,7977,0,860662,,0,860662,,,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,HEIMAT (2021: NPD),8,2,6400,0,696516,10408,1,122144,-38,508839,0,425628,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,Die PARTEI,9,1,3692,0,402141,4631,0,499652,-20,276398,0,97511,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,Die PARTEI,9,2,7900,0,859762,9309,1,3655,-15,13589,0,143893,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,FREIE WÄHLER,10,1,17781,1,936747,13794,1,488275,28,903871,0,448472,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,FREIE WÄHLER,10,2,13344,1,452236,7543,0,813253,76,90574,0,638983,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,MLPD,11,1,1270,0,138331,1666,0,17975,-23,769508,0,41418,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,MLPD,11,2,709,0,77161,1366,0,147276,-48,96633,0,70115,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,ÖDP,12,1,,,591,0,63765,,0,63765,,,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,ÖDP,12,2,1189,0,1294,1205,0,129918,-1,327801,0,518,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,dieBasis,13,1,16019,1,744826,,,,,,,,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,dieBasis,13,2,16336,1,777857,,,,,,,,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,DKP,14,1,,,,,,,,,,,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,DKP,14,2,754,0,82058,,,,,,,,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,Die Humanisten,15,1,,,,,,,,,,,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,Die Humanisten,15,2,1277,0,138977,,,,,,,,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,PIRATEN,16,1,3812,0,415212,,,,,,,,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,PIRATEN,16,2,4259,0,46351,,,,,,,,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,Team Todenhöfer,17,1,,,,,,,,,,,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,Team Todenhöfer,17,2,2146,0,233551,,,,,,,,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,Volt,18,1,,,,,,,,,,,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,Volt,18,2,1904,0,207214,,,,,,,,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,UNABHÄNGIGE,19,1,1019,0,110992,,,,,,,,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Partei,UNABHÄNGIGE,19,2,,,,,,,,,,,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,Einzelbewerber/Wählergruppe,Einzelbewerber/Wählergruppe,20,1,3090,0,33657,,,,,,,,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,System-Gruppe,Übrige,1000,1,,,695,0,74986,,0,74986,,,
BT,26.09.2021,Land,13,Mecklenburg-Vorpommern,BUND,99,System-Gruppe,Übrige,1000,2,,,3034,0,327112,,0,327112,,,
BT,26.09.2021,Land,2,Hamburg,BUND,99,System-Gruppe,Wahlberechtigte,-4,,1298792,,1296656,,0,164731,,,,,
BT,26.09.2021,Land,2,Hamburg,BUND,99,System-Gruppe,Wählende,-3,,1011044,77,844951,984926,75,958928,2,651773,1,886023,
BT,26.09.2021,Land,2,Hamburg,BUND,99,System-Gruppe,Ungültige,-2,1,7720,0,763567,9254,0,939563,-16,576616,0,175996,
BT,26.09.2021,Land,2,Hamburg,BUND,99,System-Gruppe,Ungültige,-2,2,5500,0,543992,6808,0,691219,-19,212691,0,147227,
BT,26.09.2021,Land,2,Hamburg,BUND,99,System-Gruppe,Gültige,-1,1,1003324,99,236433,975672,99,60437,2,834149,0,175996,
BT,26.09.2021,Land,2,Hamburg,BUND,99,System-Gruppe,Gültige,-1,2,1005544,99,456008,978118,99,308781,2,803956,0,147227,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,CDU,1,1,179572,17,897708,277677,28,460077,-35,330618,-10,562369,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,CDU,1,2,155220,15,43642,266312,27,226981,-41,714981,-11,79056,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,SPD,2,1,334831,33,372171,311889,31,966583,7,355822,1,405588,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,SPD,2,2,298342,29,669711,229862,23,500437,29,791788,6,169275,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,GRÜNE,3,1,237328,23,654174,114485,11,733964,107,30052,11,92021,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,GRÜNE,3,2,250532,24,915071,136371,13,942183,83,713546,10,972888,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,DIE LINKE,4,1,72507,7,226679,105242,10,786617,-31,104502,-3,559938,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,DIE LINKE,4,2,67578,6,720541,119076,12,173991,-43,24801,-5,45345,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,FDP,5,1,84603,8,432271,69178,7,90293,22,297551,1,341978,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,FDP,5,2,114602,11,397015,105610,10,797266,8,514345,0,599749,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,AfD,6,1,49828,4,966292,71527,7,33105,-30,336796,-2,364758,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,AfD,6,2,50537,5,25837,76511,7,822267,-33,94806,-2,79643,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,Die PARTEI,7,1,6585,0,656318,11426,1,17109,-42,368283,0,514772,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,Die PARTEI,7,2,10147,1,9106,15388,1,573225,-34,59007,0,56412,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,Tierschutzpartei,8,1,,,,,,,,,,,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,Tierschutzpartei,8,2,12325,1,225705,8813,0,901016,39,850221,0,324689,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,FREIE WÄHLER,9,1,6743,0,672066,5426,0,55613,24,272024,0,115937,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,FREIE WÄHLER,9,2,5601,0,557012,3458,0,353536,61,972238,0,203476,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,ÖDP,10,1,3666,0,365385,3369,0,3453,8,815672,0,20085,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,ÖDP,10,2,2016,0,200488,2778,0,284015,-27,429806,0,83526,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,V-Partei³,11,1,,,,,,,,,,,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,V-Partei³,11,2,1219,0,121228,2169,0,221752,-43,798986,0,100524,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,HEIMAT (2021: NPD),12,1,643,0,64087,1245,0,127604,-48,353414,0,63517,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,HEIMAT (2021: NPD),12,2,648,0,64443,1799,0,183925,-63,979989,0,119482,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,MLPD,13,1,962,0,95881,1123,0,1151,-14,336598,0,19219,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,MLPD,13,2,348,0,34608,688,0,70339,-49,418605,0,35731,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,DKP,14,1,,,,,,,,,,,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,DKP,14,2,532,0,52907,511,0,52243,4,109589,0,663,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,dieBasis,15,1,17259,1,720182,,,,,,,,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,dieBasis,15,2,13961,1,388403,,,,,,,,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,BÜNDNIS21,16,1,,,,,,,,,,,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,BÜNDNIS21,16,2,386,0,38387,,,,,,,,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,du.,17,1,,,,,,,,,,,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,du.,17,2,1341,0,133361,,,,,,,,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,Wir Bürger (2021: LKR),18,1,179,0,17841,,,,,,,,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,Wir Bürger (2021: LKR),18,2,248,0,24663,,,,,,,,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,Die Humanisten,19,1,,,,,,,,,,,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,Die Humanisten,19,2,1203,0,119637,,,,,,,,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,PIRATEN,20,1,3419,0,340767,,,,,,,,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,PIRATEN,20,2,4377,0,435287,,,,,,,,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,Team Todenhöfer,21,1,,,,,,,,,,,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,Team Todenhöfer,21,2,8952,0,890264,,,,,,,,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,Volt,22,1,4476,0,446117,,,,,,,,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,Volt,22,2,5429,0,539907,,,,,,,,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Einzelbewerber/Wählergruppe,Einzelbewerber/Wählergruppe,23,1,723,0,7206,,,,,,,,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,DiB,24,1,,,,,,,,,,,
BT,26.09.2021,Land,2,Hamburg,BUND,99,Partei,DiB,24,2,,,4199,0,429294,,0,429294,,,
BT,26.09.2021,Land,2,Hamburg,BUND,99,System-Gruppe,Übrige,1000,1,,,3085,0,316192,,0,316192,,,
BT,26.09.2021,Land,2,Hamburg,BUND,99,System-Gruppe,Übrige,1000,2,,,4573,0,467531,,0,467531,,,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,System-Gruppe,Wahlberechtigte,-4,,6105381,,6124582,,0,313507,,,,,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,System-Gruppe,Wählende,-3,,4563142,74,739676,4681871,76,443927,-2,535931,-1,704251,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,System-Gruppe,Ungültige,-2,1,44570,0,976739,46554,0,994346,-4,261718,0,17607,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,System-Gruppe,Ungültige,-2,2,39921,0,874858,34895,0,745322,14,40321,0,129536,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,System-Gruppe,Gültige,-1,1,4518572,99,23261,4635317,99,5654,-2,518598,0,17607,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,System-Gruppe,Gültige,-1,2,4523221,99,125142,4646976,99,254678,-2,66313,0,129536,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,CDU,1,1,1323070,29,280711,1777588,38,34879,-25,569367,-9,6808,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,CDU,1,2,1093579,24,176997,1623481,34,93629,-32,639865,-10,759293,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,SPD,2,1,1603785,35,493182,1557197,33,594186,2,991786,1,898997,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,SPD,2,2,1498500,33,129047,1275172,27,440899,17,513559,5,688148,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,FDP,3,1,347802,7,697166,264801,5,712684,31,34467,1,984483,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,FDP,3,2,474638,10,493363,431405,9,283564,10,21442,1,209799,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,AfD,4,1,292032,6,462927,369663,7,974924,-21,479,-1,511997,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,AfD,4,2,336434,7,43793,422362,9,88965,-20,344633,-1,651035,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,GRÜNE,5,1,646848,14,315319,334541,7,217219,93,353879,7,981,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,GRÜNE,5,2,726613,16,64061,404825,8,711579,79,488174,7,352482,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,DIE LINKE,6,1,142785,3,159959,273064,5,890946,-47,710061,-2,730987,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,DIE LINKE,6,2,148657,3,28653,322979,6,950305,-53,973169,-3,663775,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,Die PARTEI,7,1,16581,0,366952,12726,0,274544,30,292315,0,92408,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,Die PARTEI,7,2,40158,0,887819,41228,0,887201,-2,595324,0,618,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,Tierschutzpartei,8,1,25460,0,563452,,,,,,,,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,Tierschutzpartei,8,2,57931,1,280747,40487,0,871255,43,85435,0,409492,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,FREIE WÄHLER,9,1,47466,1,50465,23538,0,507797,101,656895,0,542668,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,FREIE WÄHLER,9,2,37214,0,822732,19178,0,412698,94,4526,0,410034,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,PIRATEN,10,1,9837,0,217702,13214,0,285072,-25,556228,0,67371,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,PIRATEN,10,2,16955,0,374844,17683,0,380527,-4,116948,0,5684,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,HEIMAT (2021: NPD),11,1,,,,,,,,,,,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,HEIMAT (2021: NPD),11,2,4379,0,96812,12034,0,258964,-63,611434,0,162153,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,V-Partei³,12,1,630,0,13942,,,,,,,,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,V-Partei³,12,2,3283,0,72581,6076,0,130752,-45,967742,0,58171,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,ÖDP,13,1,1711,0,37866,809,0,17453,111,495674,0,20413,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,ÖDP,13,2,3484,0,77025,4771,0,102669,-26,975477,0,25644,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,MLPD,14,1,750,0,16598,1522,0,32835,-50,722733,0,16237,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,MLPD,14,2,808,0,17863,1616,0,34775,-50,0,16912,,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,DKP,15,1,523,0,11574,1331,0,28714,-60,706236,0,1714,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,DKP,15,2,1020,0,2255,1100,0,23671,-7,272727,0,1121,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,dieBasis,16,1,52585,1,163753,,,,,,,,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,dieBasis,16,2,46369,1,25132,,,,,,,,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,du.,17,1,,,,,,,,,,,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,du.,17,2,2625,0,58034,,,,,,,,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,Wir Bürger (2021: LKR),18,1,1807,0,39991,,,,,,,,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,Wir Bürger (2021: LKR),18,2,1306,0,28873,,,,,,,,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,Die Humanisten,19,1,287,0,6352,,,,,,,,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,Die Humanisten,19,2,3806,0,84144,,,,,,,,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,Team Todenhöfer,20,1,,,,,,,,,,,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,Team Todenhöfer,20,2,13565,0,299897,,,,,,,,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,Volt,21,1,,,,,,,,,,,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,Volt,21,2,11897,0,263021,,,,,,,,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Einzelbewerber/Wählergruppe,Einzelbewerber/Wählergruppe,22,1,4613,0,10209,,,,,,,,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,Bündnis C,23,1,,,953,0,2056,,0,2056,,,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,Bündnis C,23,2,,,,,,,,,,,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,DiB,24,1,,,,,,,,,,,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,Partei,DiB,24,2,,,6349,0,136626,,0,136626,,,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,System-Gruppe,Übrige,1000,1,,,4370,0,94276,,0,94276,,,
BT,26.09.2021,Land,3,Niedersachsen,BUND,99,System-Gruppe,Übrige,1000,2,,,16230,0,349259,,0,349259,,,
BT,26.09.2021,Land,4,Bremen,BUND,99,System-Gruppe,Wahlberechtigte,-4,,459749,,474151,,-3,37429,,,,,
BT,26.09.2021,Land,4,Bremen,BUND,99,System-Gruppe,Wählende,-3,,330431,71,872043,335919,70,846418,-1,633727,1,25625,
BT,26.09.2021,Land,4,Bremen,BUND,99,System-Gruppe,Ungültige,-2,1,3374,1,21091,4876,1,45154,-30,803938,0,43045,
BT,26.09.2021,Land,4,Bremen,BUND,99,System-Gruppe,Ungültige,-2,2,2391,0,7236,3596,1,70496,-33,509455,0,346896,
BT,26.09.2021,Land,4,Bremen,BUND,99,System-Gruppe,Gültige,-1,1,327057,98,978909,331043,98,54846,-1,204073,0,43045,
BT,26.09.2021,Land,4,Bremen,BUND,99,System-Gruppe,Gültige,-1,2,328040,99,2764,332323,98,929504,-1,288806,0,346896,
BT,26.09.2021,Land,4,Bremen,BUND,99,Partei,SPD,1,1,108432,33,153854,105119,31,753881,3,151666,1,399973,
BT,26.09.2021,Land,4,Bremen,BUND,99,Partei,SPD,1,2,103224,31,466894,88944,26,764323,16,55046,4,702572,
BT,26.09.2021,Land,4,Bremen,BUND,99,Partei,CDU,2,1,67992,20,789037,81275,24,551191,-16,343279,-3,762154,
BT,26.09.2021,Land,4,Bremen,BUND,99,Partei,CDU,2,2,56499,17,223204,83409,25,98774,-32,262705,-7,87557,
BT,26.09.2021,Land,4,Bremen,BUND,99,Partei,DIE LINKE,3,1,25923,7,926141,39405,11,903287,-34,213932,-3,977146,
BT,26.09.2021,Land,4,Bremen,BUND,99,Partei,DIE LINKE,3,2,25352,7,728326,44629,13,429405,-43,193887,-5,701079,
BT,26.09.2021,Land,4,Bremen,BUND,99,Partei,GRÜNE,4,1,60490,18,495247,33386,10,85095,81,18373,8,410152,
BT,26.09.2021,Land,4,Bremen,BUND,99,Partei,GRÜNE,4,2,68427,20,859346,36733,11,53403,86,28209,9,805944,
BT,26.09.2021,Land,4,Bremen,BUND,99,Partei,AfD,5,1,21565,6,593652,30935,9,344707,-30,289316,-2,751056,
BT,26.09.2021,Land,4,Bremen,BUND,99,Partei,AfD,5,2,22575,6,881783,33244,10,3521,-32,93009,-3,121738,
BT,26.09.2021,Land,4,Bremen,BUND,99,Partei,FDP,6,1,22398,6,848348,30457,9,200315,-26,460255,-2,351968,
BT,26.09.2021,Land,4,Bremen,BUND,99,Partei,FDP,6,2,30481,9,291855,31056,9,345125,-1,851494,0,5327,
BT,26.09.2021,Land,4,Bremen,BUND,99,Partei,Die PARTEI,7,1,5464,1,670657,7753,2,341992,-29,524055,0,671335,
BT,26.09.2021,Land,4,Bremen,BUND,99,Partei,Die PARTEI,7,2,3909,1,191623,5511,1,658326,-29,69134,0,466703,
BT,26.09.2021,Land,4,Bremen,BUND,99,Partei,FREIE WÄHLER,8,1,3652,1,116625,939,0,283649,288,924388,0,832976,
BT,26.09.2021,Land,4,Bremen,BUND,99,Partei,FREIE WÄHLER,8,2,2911,0,887392,1194,0,359289,143,802345,0,528103,
BT,26.09.2021,Land,4,Bremen,BUND,99,Partei,V-Partei³,9,1,609,0,186206,,,,,,,,
BT,26.09.2021,Land,4,Bremen,BUND,99,Partei,V-Partei³,9,2,515,0,156993,1019,0,306629,-49,460255,0,149636,
BT,26.09.2021,Land,4,Bremen,BUND,99,Partei,MENSCHLICHE WELT,10,1,,,787,0,237733,,0,237733,,,
BT,26.09.2021,Land,4,Bremen,BUND,99,Partei,MENSCHLICHE WELT,10,2,386,0,117669,905,0,272325,-57,348066,0,154657,
BT,26.09.2021,Land,4,Bremen,BUND,99,Partei,HEIMAT (2021: NPD),11,1,,,487,0,147111,,0,147111,,,
BT,26.09.2021,Land,4,Bremen,BUND,99,Partei,HEIMAT (2021: NPD),11,2,291,0,88709,863,0,259687,-66,280417,0,170978,
BT,26.09.2021,Land,4,Bremen,BUND,99,Partei,MLPD,12,1,266,0,81331,500,0,151038,-46,8,0,69706,
BT,26.09.2021,Land,4,Bremen,BUND,99,Partei,MLPD,12,2,160,0,48775,273,0,82149,-41,391941,0,33374,
BT,26.09.2021,Land,4,Bremen,BUND,99,Partei,dieBasis,13,1,4007,1,225169,,,,,,,,
BT,26.09.2021,Land,4,Bremen,BUND,99,Partei,dieBasis,13,2,3461,1,55054,,,,,,,,
BT,26.09.2021,Land,4,Bremen,BUND,99,Partei,ÖDP,14,1,713,0,218005,,,,,,,,
BT,26.09.2021,Land,4,Bremen,BUND,99,Partei,ÖDP,14,2,407,0,12407,,,,,,,,
BT,26.09.2021,Land,4,Bremen,BUND,99,Partei,Die Humanisten,15,1,1016,0,310649,,,,,,,,
BT,26.09.2021,Land,4,Bremen,BUND,99,Partei,Die Humanisten,15,2,589,0,179551,,,,,,,,
BT,26.09.2021,Land,4,Bremen,BUND,99,Partei,Tierschutzpartei,16,1,2440,0,746047,,,,,,,,
BT,26.09.2021,Land,4,Bremen,BUND,99,Partei,Tierschutzpartei,16,2,4517,1,376966,,,,,,,,
